#{"t_start": 1693147490.012485, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-80,172,1346.476794
-22,36,1346.636539
-20.0,35,1346.790892
-53,63,1347.079013
-36,131,1347.652437
-34,146,1348.298186
-220.0,156,1348.998349
-26,30,1349.136264
-202.0,182,1349.939743
-46,55,1350.185127
-283,390,1351.969468
-57,177,1352.761547
-62.0,64,1353.043989
-19,59,1353.30241
-23,157,1353.983901
-19,239,1355.016768
-38,137,1355.618479
-37,130,1356.180696
-21,33,1356.326885
-724.0,417,1358.207572
-19,40,1358.384009
-262,279,1359.666794
-84.0,234,1360.688888
-23,95,1361.101013
-24,53,1361.342455
-20,65,1361.636749
-128,201,1362.559981
-20,251,1363.660879
-69,83,1364.036594
-704.0,751,1389.054803
-64.0,195,1389.871548
-23,29,1389.996134
-56,102,1390.437455
-71,88,1390.825057
-19,89,1391.200753
-290,328,1392.690129
-47,83,1393.053593
-25,75,1393.380569
-174,248,1394.49816
-182,270,1395.705374
-100,102,1396.165013
-34,102,1396.622891
-31,66,1396.914497
-89,209,1397.848446
-119,229,1398.86917
-113.0,215,1399.824883
-29,47,1400.033316
-120,252,1401.162225
-28,43,1401.354167
-119,131,1401.955047
-66,133,1402.549882
-549,612,1405.365551
-104,159,1406.085112
-24,130,1406.655949
-64,74,1406.98716
-38,93,1407.395201
-29,32,1407.538789
-50,58,1407.802112
-71,78,1408.151198
-23,48,1408.36203
-21,59,1408.620538
-20,52,1408.850083
-21,127,1409.399638
-19,30,1409.532211
-35,115,1410.042556
-51,104,1410.497666
-87,96,1410.928237
-34,83,1411.290605
-23,66,1411.581933
-19,175,1412.343788
-31,93,1412.750282
-481.0,295,1414.065408
-20,129,1414.634017
-58,113,1415.130471
-35,241,1416.17651
-105,135,1416.779187
-112,233,1417.820512
-17,43,1418.009704
-39,50,1418.230351
-54,177,1419.013391
-24,58,1419.267667
-44,199,1420.130055
-57,290,1421.384218
-46,149,1422.031029
-34,128,1422.585116
-25,161,1423.288714
-21,109,1423.760507
-36,212,1424.690733
-18,182,1425.482266
-24,53,1425.714279
-65.0,61,1425.979288
-30.0,95,1426.392803
-46,169,1427.12848
-51,88,1427.52835
-1239,1298,1455.086215
-38,47,1455.28236
-807.0,662,1458.270653
-27,95,1458.693636
-22,41,1458.874696
-38,150,1459.532524
-1277.0,385,1461.298282
-19,63,1461.575789
-28,88,1461.963362
-74,90,1462.369524
-261,263,1463.591845
-26,40,1463.7725
-33,192,1464.635161
-184,185,1465.495624
-33,133,1466.076731
-290.0,326,1467.541317
-53,128,1468.100281
-39,62,1468.378547
-17,20,1468.467833
-39,42,1468.656117
-78,291,1469.941039
-97,308,1471.284679
-61,174,1472.053777
-36,89,1472.444024
-103,107,1472.934127
-40,89,1473.325524
-17,190,1474.159331
-67,216,1475.117962
-1698.0,1275,1481.124093
-25.0,49,1481.345916
-275,277,1482.625394
-32,125,1483.178687
-120,122,1483.752428
-18,89,1484.151779
-33,72,1484.473341
-75,88,1484.875203
-21,98,1485.313451
-23,37,1485.479353
-18,41,1485.660319
-239,378,1487.353709
-19,37,1487.517122
-72,196,1488.375134
-251,211,1489.324843
-20,22,1489.4237
-58,69,1489.744123
-240,310,1491.147331
-62,76,1491.490442
-485,524,1493.893022
-31,44,1494.090834
-157,167,1494.868621
-45,75,1495.211442
-25,151,1495.874449
-20,49,1496.091073
-70,98,1496.531021
-28,132,1497.10886
-36,92,1497.515458
-37,112,1498.010171
-29,273,1520.868317
-196,229,1521.839178
-19,56,1522.075034
-20.0,54,1522.298598
-27,212,1523.185857
-40,79,1523.525565
-24,47,1523.727973
-17,83,1524.078546
-277.0,184,1524.91349
-72,105,1525.372128
-56,115,1525.878508
-57,102,1526.334704
-36,153,1527.004321
-58,139,1527.611575
-26,225,1528.581416
-48,130,1529.15721
-143,169,1529.926339
-27,95,1530.342299
-55,134,1530.93674
-49,150,1531.593287
-16,87,1531.972226
-271.0,303,1533.344064
-251.0,140,1533.998051
-71,83,1534.383817
-23,50,1534.60759
-199.0,209,1535.570735
-25,108,1536.049425
-148,196,1536.9487
-274,471,1539.065391
-29,56,1539.313901
-24,55,1539.55596
-28,47,1539.764336
-54.0,39,1539.940695
-28,115,1540.441746
-27,41,1540.623306
-41.0,134,1541.208055
-29,323,1542.626113
-22,40,1542.805045
-19,51,1543.029627
-20,68,1543.325993
-67,113,1543.828779
-384.0,203,1544.759305
-1720.0,518,1547.142015
-56,67,1547.446706
-49,165,1548.17699
-18,185,1548.977516
-73.0,165,1549.700414
-56,197,1550.566685
-64,161,1551.276826
-19,225,1552.261413
-59,174,1553.026805
-68,81,1553.394853
-156,189,1554.254893
-122,157,1554.977451
-124,224,1555.991837
-17,29,1556.121469
-27,31,1556.262697
-64.0,44,1556.462145
-52,122,1557.003119
-20,28,1557.128581
-44,122,1557.668087
-27,163,1558.380085
-96,181,1559.187654
-46,218,1560.134171
-85,151,1560.814123
-56,216,1561.771457
-23,36,1561.931609
-33,211,1562.85656
-58,76,1563.196112
-37,40,1563.37849
-180,204,1564.301139
-43,90,1564.702814
-2674.0,530,1588.761584
-178.0,83,1589.126662
-35,71,1589.434183
-68,142,1590.045841
-71,242,1591.098753
-22,163,1591.798794
-54,107,1592.269904
-113,201,1593.166187
-65,84,1593.54121
-123,129,1594.122685
-23,25,1594.236126
-64.0,197,1595.099443
-33,84,1595.478882
-91,119,1596.010911
-38,66,1596.310213
-49,72,1596.630951
-72.0,91,1597.04706
-29,47,1597.257658
-18,87,1597.638016
-90,102,1598.097217
-26,108,1598.570741
-53,97,1598.99849
-23,40,1599.175148
-32,47,1599.387988
-86,92,1599.81249
-22,260,1600.936038
-22,64,1601.213736
-87,300,1602.542497
-84,264,1603.69644
-188,260,1604.88529
-289,308,1606.344827
-309,331,1607.897647
-30,60,1608.167149
-27,73,1608.492145
-3791.0,1701,1616.248898
-44,59,1616.515207
-20,54,1616.756926
-77,214,1617.706612
-18,52,1617.949454
-113,342,1619.446691
-27,218,1620.388516
-23,50,1620.607481
-39,152,1621.268714
-126,323,1622.693788
-68,227,1623.682691
-45,51,1623.912115
-64,75,1624.246848
-28,47,1624.456191
-35,123,1624.998989
-56,70,1625.313055
-20,83,1625.676335
-108,135,1626.283744
-37,277,1627.502192
-42,146,1628.143449
-102,131,1628.736726
-1868.0,1067,1655.25245
-45.0,129,1655.80531
-1770.0,891,1659.824101
-53,159,1660.520388
-58,61,1660.803154
-116,206,1661.709558
-17,46,1661.920787
-19,78,1662.261029
-111,232,1663.287338
-31,97,1663.710236
-21,54,1663.948735
-57,65,1664.239781
-43,53,1664.476911
-31,104,1664.932065
-670.0,284,1666.235491
-57.0,89,1666.639869
-29,184,1667.440908
-53,137,1668.03902
-33.0,140,1668.64224
-28,42,1668.827918
-61.0,95,1669.247707
-103,153,1669.926965
-289,440,1671.918629
-141.0,162,1672.624248
-17,62,1672.89699
-33,118,1673.415147
-430,484,1675.626276
-496.0,401,1677.438026
-245,313,1678.850487
-21,83,1679.211722
-39,99,1679.646991
-21,60,1679.919292
-69,143,1680.556999
-22,101,1680.995916
-21,41,1681.176168
-222,250,1682.302382
-100,545,1684.694869
-21,101,1685.133088
-18,30,1685.265514
-27,380,1686.908506
-82,147,1687.558104
-39,382,1689.224867
-34,201,1690.099364
-60,71,1690.419712
-99.0,106,1690.896945
-19,30,1691.030372
-195,288,1692.321536
-20,68,1692.617869
-231,362,1694.251812
-26,86,1694.632545
-20,61,1694.901695
-37,49,1695.122927
-19,53,1695.356273
-204.0,194,1696.248796
-1560.0,385,1719.679163
-28,244,1720.673333
-21,62,1720.92668
-1812.0,856,1724.819531
-20,103,1725.267918
-69,129,1725.83704
-34,82,1726.195078
-25,244,1727.247014
-28,113,1727.74084
-140,176,1728.55014
-1469.0,404,1730.416372
-27,86,1730.799178
-80,104,1731.273662
-28,95,1731.695045
-19,37,1731.860203
-32,36,1732.023014
-27,168,1732.772269
-74,158,1733.469918
-22,71,1733.780416
-43,77,1734.120657
-56,119,1734.645898
-90,156,1735.338841
-1275.0,56,1735.58852
-44,60,1735.857733
-49,50,1736.083127
-129,138,1736.708132
-58,98,1737.157557
-137,181,1737.988879
-22,44,1738.188708
-95,130,1738.785631
-61,182,1739.588616
-30,228,1740.578433
-125,163,1741.314919
-37,120,1741.851981
-22,124,1742.394797
-37,133,1742.981019
-64,104,1743.44078
-118.0,169,1744.200913
-33,50,1744.423832
-235,297,1745.767653
-19,128,1746.337519
-100,127,1746.911415
-26,81,1747.26763
-893,972,1751.746013
-34,52,1751.988021
-23,88,1752.38204
-34,62,1752.662384
-78,102,1753.130696
-141,188,1753.985477
-187,477,1756.105103
-214,245,1757.218128
-197.0,138,1757.829433
-59,68,1758.137733
-60,202,1759.02144
-26,63,1759.298997
-60.0,121,1759.838794
-58,66,1760.135064
-24,25,1760.249218
-295.0,498,1762.476028
-23,76,1762.810666
-37,75,1763.145725
-18,66,1763.441456
-48,83,1763.817131
-133,150,1786.193928
-35,92,1786.571275
-38,256,1787.613575
-92.0,51,1787.838706
-41,119,1788.340983
-27,29,1788.469699
-269,293,1789.792501
-60,61,1790.077447
-44,95,1790.4908
-101,109,1790.982262
-166,302,1792.322717
-38,87,1792.705342
-30,103,1793.162036
-64,206,1794.066425
-320,235,1795.161341
-88,103,1795.630534
-277.0,90,1796.041379
-1286.0,107,1796.529614
-29,59,1796.793218
-18,29,1796.923548
-137,148,1797.598257
-21,209,1798.508002
-21,92,1798.907193
-59.0,84,1799.288321
-46,76,1799.624198
-82,128,1800.194947
-22,29,1800.324253
-17,65,1800.6081
-24,116,1801.112093
-21,93,1801.517215
-36,134,1802.100576
-55,61,1802.385025
-27,52,1802.615797
-121,163,1803.361187
-152,286,1804.65372
-41,50,1804.879401
-17,82,1805.241796
-82,233,1806.271563
-81.0,377,1807.923328
-49,151,1808.594814
-19,22,1808.69385
-61,79,1809.05066
-27,51,1809.277036
-32,38,1809.450637
-55,108,1809.9344
-25,125,1810.482453
-645.0,214,1811.46578
-27,48,1811.678278
-33,53,1811.91623
-69,85,1812.297654
-23,73,1812.629327
-82,100,1813.080946
-21,34,1813.233272
-126,179,1814.043205
-34,89,1814.441223
-86,92,1814.865034
-38,52,1815.105447
-43.0,105,1815.572861
-78,125,1816.138644
-35,56,1816.387572
-19,34,1816.539885
-21,44,1816.733917
-44,297,1818.042689
-77,309,1819.395262
-27,70,1819.702975
-70,146,1820.348801
-21,103,1820.797121
-52,255,1821.91922
-21,43,1822.109017
-27,42,1822.295446
-18,41,1822.475851
-50,76,1822.817452
-19,31,1822.955229
-218,338,1824.474256
-23,75,1824.804904
-32,82,1825.167168
-58,74,1825.501803
-22,70,1825.821729
-54,66,1826.124647
-24,74,1826.450732
-281,454,1828.483563
-21,82,1828.845016
-20,69,1829.146464
-57,72,1829.469139
-19,23,1829.571714
-27,45,1829.772213
-74,79,1830.129867
-19,179,1852.580904
-30,106,1853.014462
-98,137,1853.589389
-37,75,1853.900111
-27,29,1854.024962
-170.0,91,1854.407089
-96,110,1854.890528
-50,127,1855.434275
-97,109,1855.915039
-18,60,1856.184245
-228,236,1857.249896
-34,228,1858.246339
-21,53,1858.478552
-50,52,1858.713389
-70,105,1859.182218
-42,128,1859.749466
-206,270,1860.988441
-19,32,1861.131582
-37,46,1861.341381
-61,364,1862.960104
-20,76,1863.292449
-19,113,1863.785135
-35,83,1864.152293
-30,95,1864.566894
-73,198,1865.4528
-64,111,1865.952763
-22,41,1866.137987
-46,98,1866.569051
-148,196,1867.446725
-16.0,19,1867.530632
-225.0,232,1868.598327
-101.0,134,1869.210124
-42,68,1869.518608
-1620.0,857,1873.525421
-18,28,1873.656633
-288,335,1875.227996
-54.0,36,1875.395143
-46,196,1876.266461
-25,231,1877.281201
-248,257,1878.442506
-169,252,1879.589303
-876.0,545,1882.107684
-127,152,1882.83001
-35,48,1883.050425
-181,209,1884.05034
-126,150,1884.750831
-20,213,1885.688685
-23,82,1886.056886
-40,84,1886.429131
-35,53,1886.667052
-22,57,1886.917322
-20,97,1887.341937
-32,72,1887.660158
-48,107,1888.14344
-21,89,1888.534065
-43,180,1889.321721
-18.0,24,1889.428359
-81,94,1889.852966
-22,89,1890.242085
-32,99,1890.677562
-22,38,1890.845931
-62,69,1891.155888
-20,44,1891.350568
-24,133,1891.92846
-216.0,218,1892.927685
-22,26,1893.043726
-24,150,1893.695056
-133,250,1894.809259
-75.0,199,1895.682305
-20,67,1895.976099
-240,250,1918.845889
-73.0,101,1919.272933
-16,70,1919.563466
-1690.0,1159,1924.871383
-20,21,1924.9663
-24,82,1925.329395
-22,45,1925.528471
-1325.0,123,1926.088638
-59,104,1926.556733
-24,78,1926.902988
-19,20,1926.993276
-89,115,1927.522953
-25,201,1928.421869
-56,129,1928.993139
-34,122,1929.529225
-23,38,1929.697937
-127,150,1930.382763
-18,40,1930.558924
-318,333,1932.094929
-85,204,1933.005578
-113,149,1933.6854
-118,125,1934.276219
-47,60,1934.553107
-16,20,1934.64408
-78,204,1935.575751
-56,122,1936.118535
-35,52,1936.350671
-94,123,1936.914744
-67,88,1937.311955
-100,176,1938.100165
-31,301,1939.41688
-18,41,1939.599792
-36,94,1940.017264
-30,70,1940.328531
-17,74,1940.655979
-27,36,1940.818405
-19,50,1941.039653
-45,148,1941.703903
-47,61,1941.98
-28,155,1942.65617
-20,124,1943.193202
-75.0,102,1943.648834
-57,94,1944.0659
-43,131,1944.638872
-23,123,1945.173105
-22,79,1945.525196
-17,54,1945.764292
-41,45,1945.967188
-19,36,1946.1272
-38,60,1946.39612
-21,102,1946.849977
-26,60,1947.114609
-107.0,23,1947.217119
-1057.0,709,1950.470197
-26,64,1950.75905
-19,174,1951.519353
-42,86,1951.899597
-638.0,205,1952.805692
-19,326,1954.215515
-122,244,1955.31186
-151,185,1956.150984
-132.0,180,1956.967506
-26,84,1957.336223
-90,115,1957.855479
-547.0,419,1959.812825
-18,28,1959.940113
-64,165,1960.674348
-31,77,1961.017707
-18,77,1961.356986
-51,137,1961.965625
-21,35,1962.122099
-63,130,1962.698962
-30,204,1985.295679
-28,53,1985.517997
-101,224,1986.445229
-55.0,97,1986.847519
-414,423,1988.729566
-44,69,1989.031506
-21,192,1989.864072
-20,51,1990.087409
-24,146,1990.719199
-47,227,1991.707248
-47,69,1992.013761
-17,60,1992.274708
-24,55,1992.514943
-1278.0,566,1995.132089
-36,301,1996.448977
-266,329,1997.93292
-23,124,1998.48544
-24,129,1999.049293
-58,117,1999.570679
-19,51,1999.800447
-71.0,59,2000.061872
-39,40,2000.24276
-73,74,2000.577721
-2499.0,1073,2005.58574
-25,32,2005.73424
-26,105,2006.205983
-51,117,2006.730564
-19,36,2006.891769
-41,119,2007.422762
-31,154,2008.112201
-30,155,2008.791573
-49,149,2009.449914
-39,141,2010.072517
-62,66,2010.377823
-37,146,2011.014462
-32,33,2011.165023
-66,91,2011.572771
-60,157,2012.272184
-26,105,2012.728645
-48,137,2013.330521
-34,210,2014.23866
-19,201,2015.101764
-30,37,2015.269895
-19,31,2015.407241
-17,61,2015.672722
-22,91,2016.069134
-81,93,2016.504201
-118,271,2017.709848
-22,158,2018.401663
-34,148,2019.050626
-54,163,2019.769306
-323,342,2021.341319
-21,42,2021.528002
-36.0,81,2021.887323
-16,17,2021.964002
-74.0,111,2022.459911
-24,41,2022.641848
-83,119,2023.181681
-104,262,2024.342003
-1273.0,698,2027.544858
-122,233,2028.592502
-58,119,2029.119845
-27,96,2029.544226
-60,205,2052.13074
-52,217,2053.013277
-21,58,2053.252877
-125,223,2054.200627
-430.0,39,2054.367895
-68,78,2054.706313
-28,54,2054.938877
-44,122,2055.462318
-31,103,2055.915002
-84,105,2056.386275
-192.0,141,2057.013826
-39,221,2057.966313
-63,144,2058.600809
-60,177,2059.375738
-67,73,2059.706151
-20,45,2059.903869
-23,256,2061.021778
-22,201,2061.893607
-31,50,2062.115825
-19,40,2062.291907
-1414.0,402,2064.144242
-62,83,2064.523845
-21,113,2065.031293
-165,178,2065.842844
-37,92,2066.250102
-85,86,2066.643997
-20,279,2067.855923
-36,63,2068.137343
-48.0,36,2068.298231
-453,637,2071.184746
-29,68,2071.486844
-44,206,2072.3924
-56,69,2072.705881
-23,206,2073.605569
-38,105,2074.066638
-52,104,2074.525174
-144,167,2075.2849
-395,402,2077.158216
-20,39,2077.334439
-23,117,2077.853114
-30,64,2078.146329
-18,43,2078.336419
-20,42,2078.52608
-28,83,2078.898934
-73,315,2080.273831
-233,265,2081.475799
-86,304,2082.832496
-23,37,2082.999959
-26,86,2083.378115
-133,301,2084.713684
-108.0,81,2085.078047
-17,152,2085.739496
-356,450,2087.832733
-59,123,2088.392879
-30,57,2088.649619
-34,53,2088.887618
-71.0,64,2089.180527
-18,129,2089.746598
-159,181,2090.571304
-1273.0,512,2092.934321
-22,79,2093.286544
-22,96,2093.709724
-27,236,2094.738984
-73,120,2095.274596
-25,188,2117.8214
-19,71,2118.113269
-105,111,2118.598367
-48,52,2118.819103
-255,333,2120.231594
-21,52,2120.452831
-58,81,2120.804714
-61,65,2121.091305
-252.0,133,2121.682225
-128,184,2122.497342
-152,329,2123.943282
-43,117,2124.453858
-37,69,2124.758479
-16,50,2124.979207
-21,49,2125.193179
-66,94,2125.611148
-91,113,2126.12031
-121,156,2126.829049
-37,70,2127.141385
-19,219,2128.096711
-19,30,2128.230115
-70,73,2128.561927
-21,108,2129.033979
-18,125,2129.576053
-19,29,2129.704601
-46,51,2129.934815
-236,269,2131.157521
-92,215,2132.106186
-36,141,2132.724744
-72,109,2133.213932
-51,70,2133.528655
-99,205,2134.434914
-28,48,2134.647869
-227.0,339,2136.219068
-525,592,2138.905167
-47,65,2139.19695
-54,337,2140.672462
-25,127,2141.226884
-32,34,2141.380323
-18,59,2141.638626
-37,67,2141.937017
-16,50,2142.15649
-55,185,2142.970368
-20,124,2143.512919
-34,46,2143.71887
-28,258,2144.849468
-18,97,2145.272444
-27,102,2145.718401
-60,83,2146.088935
-59,79,2146.445666
-210,211,2147.415992
-63,79,2147.774515
-30,39,2147.950712
-28,191,2148.785185
-57,164,2149.522379
-29,36,2149.684729
-52,182,2150.48471
-18,66,2150.773279
-378.0,347,2152.335855
-21,130,2152.901465
-115,265,2154.07957
-37,52,2154.311073
-18,121,2154.839529
-55,73,2155.168297
-70,78,2155.523379
-135,179,2156.333486
-22,69,2156.639496
-65,135,2157.241575
-23,176,2158.018559
-18,115,2158.519153
-17,68,2158.817143
-25,109,2159.291796
-1772.0,778,2184.503767
-18,105,2184.928033
-38,118,2185.41182
-1276,1294,2191.244686
-236,301,2192.605983
-48,63,2192.899657
-40,133,2193.48446
-24,273,2194.675127
-24,70,2194.983168
-23,259,2196.101194
-33,70,2196.407856
-173,194,2197.300507
-153,167,2198.061637
-82,255,2199.180443
-655.0,409,2201.038013
-23,35,2201.195702
-31,138,2201.81282
-357.0,487,2204.037912
-260.0,311,2205.442719
-262.0,57,2205.693691
-38,57,2205.950485
-133.0,154,2206.663054
-253.0,274,2207.913514
-220.0,112,2208.411019
-102.0,70,2208.723802
-33,119,2209.247872
-21,26,2209.364416
-113,191,2210.213754
-83,146,2210.868804
-28,256,2211.980725
-72,97,2212.414842
-34,38,2212.586049
-59,92,2212.998392
-33,95,2213.416831
-53,202,2214.300741
-63,69,2214.615899
-37,51,2214.843195
-23.0,24,2214.950523
-101.0,65,2215.255822
-27,235,2216.276558
-25,283,2217.505452
-26,29,2217.635484
-52,89,2218.031399
-47,77,2218.374416
-35,317,2219.756671
-21,153,2220.421431
-84,86,2220.81553
-90,133,2221.408666
-28,125,2221.952676
-46,174,2222.71394
-199,262,2223.895042
-55,105,2224.37421
-51,86,2224.760516
-122.0,125,2225.325445
-60,161,2226.036038
-641,679,2250.835329
-146,190,2251.641382
-21,22,2251.733902
-58,62,2252.001179
-31,109,2252.450417
-99,145,2253.085258
-70,159,2253.766891
-29,226,2254.733653
-42,61,2255.000069
-373.0,124,2255.54385
-86.0,90,2255.943446
-31,222,2256.899607
-27,175,2257.656253
-39,116,2258.163675
-33,78,2258.506351
-17,51,2258.728035
-77,129,2259.31218
-28,109,2259.787998
-57.0,283,2261.023156
-87,171,2261.779719
-77,109,2262.267345
-26,75,2262.597499
-18,60,2262.860389
-23,203,2263.756567
-95,264,2264.918927
-49.0,86,2265.300857
-106,325,2266.735119
-102,136,2267.350657
-65,71,2267.673941
-34,133,2268.270477
-18,33,2268.418918
-72,128,2268.988472
-49,134,2269.578721
-47,126,2270.130287
-71,177,2270.906966
-17,66,2271.195278
-24,84,2271.56493
-27,117,2272.075806
-20,54,2272.321033
-1324.0,248,2273.465933
-1302.0,99,2273.912127
-31,91,2274.314993
-21,109,2274.794269
-58,190,2275.631621
-49,54,2275.877116
-126,148,2276.54964
-922,977,2281.10712
-36,79,2281.473117
-65,95,2281.907404
-514,523,2284.337929
-21,27,2284.461557
-99.0,58,2284.725854
-36.0,162,2285.438883
-19,97,2285.86209
-22,28,2285.996058
-137,157,2286.704155
-52,95,2287.130217
-22,74,2287.454214
-18,34,2287.605866
-92.0,92,2288.018401
-123,161,2288.742681
-16.0,57,2288.992774
-47,246,2290.064629
-59,80,2290.429456
-46,50,2290.654762
-27,37,2290.820824
-18,49,2291.034869
-716,909,2316.869472
-50,74,2317.182369
-25,39,2317.346813
-21,86,2317.702111
-72,134,2318.253989
-28,49,2318.457649
-50,80,2318.798926
-44,104,2319.239837
-49,147,2319.862293
-42,84,2320.223394
-23,33,2320.365871
-26,36,2320.523011
-21,31,2320.658869
-20,42,2320.839153
-41,71,2321.157463
-37,60,2321.418703
-119,177,2322.207735
-269,330,2323.698477
-55,64,2323.984939
-34,249,2325.063068
-26,91,2325.470316
-86,157,2326.169981
-46,95,2326.592281
-48,128,2327.162283
-19,76,2327.49598
-2839.0,1223,2333.257954
-26,77,2333.602038
-54,150,2334.267198
-16,65,2334.562123
-28,73,2334.888031
-17,93,2335.299288
-158,163,2336.048491
-23,190,2336.871123
-58,70,2337.184276
-102,232,2338.202968
-74,121,2338.742726
-29,112,2339.24294
-65,243,2340.3096
-18,213,2341.234451
-21,37,2341.399105
-71,77,2341.746811
-21,45,2341.944804
-492,530,2344.39079
-23,67,2344.689835
-104,199,2345.580259
-42,100,2346.023845
-19,25,2346.13695
-164,401,2347.919785
-278.0,99,2348.37455
-200.0,94,2348.806882
-40,163,2349.522922
-275.0,202,2350.436009
-282,343,2351.98716
-94,125,2352.560039
-63,65,2352.857155
-118,178,2353.659663
-34,46,2353.866271
-22,26,2353.983125
-22,123,2354.522134
-17,26,2354.638305
-504.0,448,2356.71594
-75,193,2357.582475
-79,129,2358.159551
-40,55,2358.407651
