#{"t_start": 1693081991.9941504, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-146.0,119,16943.497405
-56.0,43,16943.580431
-118.0,95,16943.783949
-255.0,181,16944.132039
-108.0,84,16944.294807
-138.0,106,16944.496866
-273.0,208,16944.89297
-66.0,40,16944.971699
-86.0,64,16945.094939
-52.0,48,16945.186291
-50.0,43,16945.269234
-113.0,94,16945.446861
-67.0,42,16945.527685
-148.0,118,16945.773978
-53.0,40,16945.850898
-44.0,35,16945.918861
-53.0,46,16946.008457
-95.0,76,16946.158216
-36.0,22,16946.199997
-133.0,115,16946.424312
-117.0,83,16946.585891
-115.0,82,16946.747842
-64.0,65,16946.870343
-35.0,35,16946.935138
-36.0,25,16946.981523
-62.0,45,16947.068779
-93.0,86,16947.230715
-42.0,31,16947.289687
-71.0,57,16947.398041
-88.0,75,16947.538989
-230.0,191,16951.167944
-43.0,29,16951.209683
-36.0,24,16951.243494
-114.0,86,16951.368526
-49.0,44,16951.43162
-96.0,77,16951.546252
-67.0,41,16951.606437
-154.0,107,16951.763194
-157.0,104,16951.916649
-448.0,108,16952.075631
-60.0,42,16952.138735
-116.0,91,16952.276408
-96.0,76,16952.417099
-72.0,51,16952.497416
-79.0,56,16952.586113
-67.0,43,16952.654387
-61.0,45,16952.726201
-209.0,172,16953.001492
-35.0,23,16953.03711
-118.0,87,16953.177648
-57.0,55,16953.264212
-64.0,44,16953.335763
-311.0,245,16953.735207
-46.0,39,16953.798821
-56.0,44,16953.871868
-69.0,54,16953.958545
-196.0,156,16954.240598
-52.0,26,16954.283257
-49.0,28,16954.329428
-186.0,148,16954.573778
-84.0,70,16954.690372
-51.0,37,16954.751948
-139.0,105,16954.928053
-59.0,45,16955.004736
-67.0,60,16955.104611
-73.0,53,16955.194437
-72.0,50,16955.280232
-60.0,40,16955.347157
-78.0,60,16955.449027
-111.0,77,16955.580697
-53.0,50,16955.665887
-66.0,36,16955.748613
-52.0,62,16955.853347
-71.0,50,16955.938901
-57.0,42,16956.011148
-67.0,37,16956.075646
-60.0,33,16956.132296
-56.0,61,16956.237176
-65.0,46,16956.317513
-66.0,45,16956.395933
-56.0,40,16956.46557
-175.0,124,16956.681104
-58.0,31,16956.734983
-138.0,104,16956.917835
-141.0,128,16957.14616
-64.0,53,16957.243872
-49.0,39,16957.317818
-110.0,66,16957.438538
-51.0,42,16957.536977
-60.0,43,16957.616437
-222.0,161,16957.914541
-57.0,49,16958.005194
-54.0,38,16958.075714
-42.0,29,16958.12849
-68.0,57,16958.233055
-56.0,60,16958.342721
-83.0,71,16958.474436
-105.0,68,16958.600252
-158.0,116,16958.814064
-47.0,39,16958.885453
-62.0,52,16958.981265
-42.0,28,16959.03258
-70.0,56,16959.137519
-208.0,148,16959.437309
-121.0,95,16959.616853
-206.0,149,16959.895852
-64.0,46,16959.981294
-100.0,83,16960.136852
-83.0,63,16960.255338
-78.0,57,16960.364914
-59.0,48,16960.455534
-82.0,61,16960.570221
-92.0,79,16960.718706
-97.0,84,16960.874627
-62.0,37,16960.944327
-49.0,40,16961.020438
-51.0,38,16961.092716
-55.0,38,16961.165691
-190.0,145,16961.469085
-45.0,48,16961.561366
-98.0,61,16961.678011
-56.0,44,16961.762605
-102.0,61,16961.878578
-151.0,127,16962.122276
-93.0,64,16962.243909
-65.0,45,16962.330504
-150.0,121,16962.566095
-104.0,71,16962.70176
-56.0,45,16962.789487
-155.0,131,16963.0409
-152.0,119,16963.289937
-122.0,103,16963.491958
-170.0,120,16963.722458
-61.0,42,16963.803613
-70.0,45,16963.889728
-103.0,85,16964.052679
-71.0,43,16964.133767
-61.0,36,16964.20202
-345.0,299,16964.778703
-53.0,46,16964.867309
-151.0,49,16964.960925
-59.0,44,16965.045667
-60.0,52,16965.144895
-49.0,46,16965.253613
-67.0,46,16965.340363
-100.0,87,16965.510366
-73.0,52,16965.611922
-35.0,28,16965.664535
-63.0,53,16965.765731
-116.0,93,16965.943697
-69.0,45,16966.029695
-51.0,43,16966.112094
-59.0,50,16966.206896
-52.0,37,16966.277427
-197.0,166,16966.590718
-93.0,71,16966.725824
-58.0,39,16966.799361
-96.0,78,16966.94756
-102.0,77,16967.115831
-70.0,47,16967.206347
-75.0,49,16967.300873
-93.0,76,16967.449651
-241.0,182,16967.799779
-47.0,31,16967.859101
-36.0,32,16967.918362
-101.0,85,16968.080523
-58.0,42,16968.162813
-54.0,40,16968.238967
-49.0,30,16968.295612
-59.0,32,16968.357656
-49.0,45,16968.444216
-141.0,87,16968.61217
-65.0,49,16968.705
-89.0,58,16968.816181
-53.0,50,16968.911778
-125.0,91,16972.430395
-111.0,82,16972.550593
-62.0,48,16972.621687
-61.0,36,16972.674149
-52.0,46,16972.741945
-48.0,42,16972.804184
-35.0,24,16972.838713
-64.0,45,16972.906546
-49.0,33,16972.955633
-83.0,75,16973.0655
-141.0,100,16973.215049
-36.0,25,16973.251546
-252.0,181,16973.524188
-27.0,22,16973.556645
-48.0,42,16973.622365
-43.0,34,16973.673274
-150.0,103,16973.829536
-53.0,34,16973.903153
-42.0,37,16973.959756
-162.0,115,16974.137862
-272.0,204,16974.460642
-58.0,36,16974.518307
-145.0,117,16974.704334
-61.0,52,16974.786948
-60.0,52,16974.868994
-71.0,52,16974.952529
-81.0,90,16975.093222
-55.0,33,16975.146524
-35.0,28,16975.189556
-144.0,99,16975.346133
-637.0,121,16975.563972
-63.0,36,16975.623746
-62.0,42,16975.693621
-99.0,70,16975.80687
-87.0,70,16975.920477
-282.0,195,16976.243821
-63.0,39,16976.307958
-234.0,167,16976.584622
-61.0,44,16976.657504
-57.0,48,16976.738503
-54.0,44,16976.812225
-101.0,76,16976.94214
-69.0,55,16977.034046
-127.0,101,16977.22565
-42.0,44,16977.299156
-87.0,66,16977.411179
-132.0,99,16977.579795
-63.0,41,16977.650742
-48.0,46,16977.730272
-323.0,80,16977.868024
-36.0,29,16977.916393
-55.0,37,16977.981137
-57.0,39,16978.048277
-132.0,95,16978.210057
-109.0,79,16978.348163
-59.0,41,16978.418776
-44.0,35,16978.478261
-40.0,39,16978.545091
-162.0,125,16978.762169
-78.0,49,16978.850414
-56.0,45,16978.952887
-49.0,40,16979.027709
-59.0,39,16979.099755
-187.0,161,16979.393096
-77.0,57,16979.498451
-62.0,53,16979.594915
-46.0,37,16979.661682
-147.0,119,16979.884822
-45.0,48,16979.973533
-72.0,51,16980.067786
-45.0,37,16980.136788
-13.0,8,16980.151358
-73.0,50,16980.242714
-60.0,42,16980.321406
-144.0,112,16980.530454
-69.0,41,16980.607232
-62.0,42,16980.684281
-56.0,38,16980.754483
-102.0,72,16980.916471
-58.0,38,16980.98757
-267.0,214,16981.391336
-103.0,63,16981.509967
-133.0,91,16981.681329
-95.0,78,16981.829071
-93.0,71,16981.964582
-162.0,132,16982.21235
-112.0,85,16982.372831
-59.0,38,16982.44395
-64.0,47,16982.532629
-101.0,75,16982.674802
-37.0,24,16982.742299
-77.0,57,16982.851579
-154.0,92,16983.025286
-78.0,77,16983.168915
-54.0,36,16983.236978
-286.0,209,16983.635511
-50.0,64,16983.755903
-345.0,114,16983.975429
-112.0,100,16984.166955
-155.0,111,16984.379084
-62.0,60,16984.49243
-91.0,63,16984.613941
-62.0,46,16984.725526
-96.0,85,16984.891237
-97.0,88,16985.060255
-144.0,95,16985.240124
-64.0,44,16985.323344
-46.0,40,16985.399525
-171.0,123,16985.635619
-77.0,56,16985.743327
-62.0,58,16985.85198
-58.0,45,16985.940031
-119.0,76,16986.084936
-136.0,120,16986.310596
-105.0,80,16986.463656
-64.0,46,16986.571481
-36.0,22,16986.612944
-54.0,42,16986.69435
-52.0,44,16986.778867
-61.0,50,16986.873322
-45.0,26,16986.924433
-117.0,77,16987.073238
-49.0,31,16987.132332
-53.0,47,16987.222131
-63.0,45,16987.309184
-50.0,29,16987.364271
-63.0,46,16987.451231
-47.0,41,16987.528996
-60.0,43,16987.612023
-83.0,74,16987.753947
-44.0,53,16987.852762
-65.0,45,16987.939191
-44.0,29,16987.99405
-89.0,81,16988.148723
-120.0,95,16988.330967
-138.0,104,16988.552619
-194.0,143,16988.83206
-116.0,73,16988.97718
-170.0,121,16989.211719
-123.0,85,16989.374103
-156.0,105,16989.57455
-161.0,105,16989.777627
-63.0,39,16989.851489
-65.0,34,16989.916667
-224.0,172,16990.247237
-53.0,40,16990.324676
-174.0,111,16993.860989
-139.0,105,16994.020197
-107.0,80,16994.138794
-48.0,46,16994.204479
-205.0,151,16994.428513
-76.0,64,16994.521574
-111.0,77,16994.635868
-50.0,28,16994.677242
-49.0,25,16994.714665
-141.0,103,16994.869775
-50.0,42,16994.932338
-51.0,24,16994.96834
-52.0,42,16995.031273
-27.0,24,16995.067892
-49.0,39,16995.126952
-63.0,53,16995.206881
-59.0,36,16995.262297
-61.0,47,16995.356228
-42.0,34,16995.409422
-115.0,93,16995.554284
-52.0,37,16995.609444
-115.0,81,16995.736634
-130.0,95,16995.883844
-79.0,58,16995.976106
-57.0,43,16996.043484
-160.0,106,16996.213926
-58.0,38,16996.274584
-93.0,64,16996.378194
-142.0,97,16996.534313
-150.0,130,16996.744389
-178.0,128,16996.975653
-81.0,69,16997.087717
-101.0,47,16997.165034
-64.0,41,16997.231616
-82.0,61,16997.331965
-43.0,30,16997.379769
-65.0,56,16997.470197
-45.0,25,16997.511599
-150.0,106,16997.68847
-51.0,45,16997.763887
-53.0,54,16997.851575
-90.0,72,16997.97296
-79.0,56,16998.066413
-303.0,212,16998.423506
-140.0,127,16998.659608
-74.0,74,16998.781927
-44.0,52,16998.868796
-65.0,42,16998.941343
-152.0,112,16999.133563
-53.0,29,16999.183657
-171.0,135,16999.417569
-55.0,40,16999.488124
-56.0,41,16999.560219
-85.0,63,16999.669452
-45.0,28,16999.717518
-221.0,155,16999.987241
-67.0,49,17000.072236
-54.0,49,17000.15798
-111.0,88,17000.339151
-174.0,124,17000.566661
-120.0,89,17000.730011
-55.0,42,17000.807131
-61.0,41,17000.882477
-86.0,66,17001.005685
-107.0,73,17001.140133
-61.0,48,17001.228287
-64.0,48,17001.317053
-59.0,37,17001.384659
-173.0,112,17001.590153
-125.0,97,17001.770581
-46.0,37,17001.838752
-123.0,111,17002.040448
-81.0,69,17002.166288
-52.0,40,17002.265508
-145.0,114,17002.478267
-55.0,56,17002.581389
-41.0,31,17002.638274
-74.0,43,17002.719006
-72.0,53,17002.818294
-60.0,59,17002.92652
-45.0,25,17002.973305
-94.0,72,17003.10971
-50.0,43,17003.191551
-59.0,44,17003.27552
-45.0,32,17003.334798
-47.0,36,17003.403487
-115.0,82,17003.55652
-43.0,27,17003.607079
-44.0,27,17003.656726
-79.0,60,17003.769622
-254.0,166,17004.101141
-150.0,124,17004.339856
-179.0,138,17004.605196
-49.0,38,17004.67916
-58.0,49,17004.772566
-201.0,142,17005.043274
-93.0,69,17005.173602
-129.0,89,17005.34519
-58.0,50,17005.439398
-104.0,84,17005.6008
-48.0,36,17005.669485
-47.0,37,17005.741065
-49.0,35,17005.805641
-98.0,57,17005.916269
-50.0,22,17005.958397
-120.0,107,17006.182705
-46.0,46,17006.270495
-49.0,29,17006.328122
-65.0,48,17006.419108
-173.0,134,17006.67979
-95.0,78,17006.829891
-145.0,114,17007.05128
-109.0,71,17007.187354
-59.0,47,17007.280206
-27.0,25,17007.328337
-54.0,39,17007.40624
-113.0,68,17007.539318
-160.0,100,17007.733489
-57.0,37,17007.805501
-91.0,49,17007.898578
-259.0,196,17008.295101
-651.0,107,17008.501037
-53.0,40,17008.578632
-288.0,201,17008.964257
-42.0,23,17009.008169
-52.0,23,17009.052395
-83.0,63,17009.173528
-65.0,55,17009.277646
-69.0,56,17009.386235
-162.0,115,17009.606755
-53.0,39,17009.682798
-106.0,72,17009.8244
-107.0,71,17009.985291
-127.0,85,17010.152189
-121.0,76,17010.300319
-35.0,37,17010.369083
-219.0,158,17010.670998
-162.0,143,17010.945862
-93.0,71,17011.082484
-280.0,218,17011.502829
-78.0,43,17011.585443
-74.0,61,17011.700494
-127.0,92,17015.235627
-96.0,65,17015.330215
-71.0,50,17015.403589
-113.0,88,17015.533571
-106.0,73,17015.641029
-72.0,50,17015.714904
-201.0,156,17015.947145
-106.0,80,17016.066595
-59.0,48,17016.138501
-131.0,105,17016.296589
-58.0,32,17016.343519
-43.0,33,17016.391927
-114.0,83,17016.520732
-69.0,49,17016.59625
-61.0,36,17016.651364
-199.0,162,17016.925802
-64.0,43,17016.993405
-27.0,22,17017.026933
-209.0,150,17017.263609
-358.0,131,17017.47234
-48.0,41,17017.538189
-43.0,29,17017.583928
-46.0,29,17017.630206
-68.0,46,17017.704592
-211.0,145,17017.93773
-35.0,23,17017.97387
-94.0,64,17018.077655
-47.0,39,17018.140883
-46.0,50,17018.220097
-63.0,50,17018.301302
-52.0,32,17018.374757
-52.0,44,17018.447206
-49.0,32,17018.500046
-56.0,40,17018.566017
-98.0,76,17018.691762
-42.0,27,17018.735677
-64.0,37,17018.796954
-54.0,42,17018.866469
-220.0,146,17019.108279
-88.0,72,17019.227041
-52.0,31,17019.277842
-364.0,62,17019.380726
-49.0,27,17019.424832
-103.0,82,17019.561892
-69.0,50,17019.647223
-57.0,39,17019.712457
-52.0,30,17019.762033
-51.0,42,17019.833561
-56.0,43,17019.906092
-96.0,73,17020.051497
-61.0,39,17020.116497
-135.0,115,17020.312142
-94.0,75,17020.440557
-46.0,40,17020.509581
-52.0,39,17020.57699
-108.0,82,17020.720718
-163.0,119,17020.928294
-53.0,35,17020.989043
-106.0,101,17021.161521
-164.0,115,17021.359394
-101.0,81,17021.501114
-65.0,53,17021.591765
-53.0,41,17021.668952
-76.0,55,17021.795748
-217.0,173,17022.11833
-63.0,45,17022.201291
-198.0,155,17022.495924
-102.0,84,17022.650558
-148.0,116,17022.868143
-278.0,141,17023.129921
-132.0,92,17023.299368
-68.0,59,17023.407733
-93.0,62,17023.524324
-224.0,159,17023.852346
-132.0,132,17024.101507
-292.0,182,17024.450657
-108.0,91,17024.625507
-68.0,55,17024.729594
-72.0,52,17024.828845
-42.0,32,17024.888816
-48.0,49,17024.982181
-48.0,36,17025.050834
-72.0,58,17025.160977
-73.0,59,17025.271521
-53.0,39,17025.343742
-110.0,73,17025.484271
-82.0,73,17025.643897
-99.0,63,17025.764301
-119.0,82,17025.922837
-64.0,47,17026.012892
-77.0,41,17026.091627
-68.0,57,17026.199036
-63.0,47,17026.28842
-185.0,142,17026.559045
-123.0,84,17026.720044
-444.0,108,17026.929623
-60.0,40,17027.00574
-51.0,39,17027.079975
-52.0,32,17027.140072
-209.0,172,17027.470557
-108.0,76,17027.639932
-270.0,196,17028.025624
-43.0,33,17028.089895
-108.0,82,17028.251025
-68.0,50,17028.347914
-55.0,40,17028.427288
-52.0,44,17028.511621
-156.0,116,17028.735284
-318.0,145,17029.011027
-51.0,48,17029.103221
-293.0,79,17029.255381
-49.0,53,17029.355417
-107.0,72,17029.514321
-50.0,24,17029.560207
-37.0,23,17029.603229
-90.0,76,17029.746879
-53.0,31,17029.805219
-110.0,89,17029.975917
-52.0,42,17030.057271
-62.0,44,17030.140932
-141.0,103,17030.337525
-127.0,98,17030.527257
-27.0,23,17030.570799
-91.0,75,17030.714953
-91.0,60,17030.830549
-115.0,87,17030.999072
-43.0,28,17031.052921
-55.0,43,17031.135999
-27.0,21,17031.176276
-78.0,58,17031.2883
-105.0,88,17031.480865
-75.0,53,17031.581881
-75.0,58,17031.693169
-49.0,31,17031.75147
-53.0,44,17031.835203
-48.0,38,17031.909916
-101.0,76,17032.058051
-48.0,40,17032.135829
-86.0,75,17032.277519
-108.0,69,17032.409516
-53.0,42,17032.490374
-117.0,91,17032.665756
-58.0,40,17032.74223
-57.0,43,17032.823677
-50.0,31,17032.88218
-162.0,136,17033.142243
-58.0,48,17033.234658
-56.0,33,17033.298258
-64.0,43,17036.745894
-27.0,30,17036.787796
-68.0,48,17036.857718
-71.0,41,17036.917205
-163.0,110,17037.080129
-66.0,41,17037.1388
-43.0,24,17037.173544
-48.0,44,17037.240318
-86.0,71,17037.344189
-157.0,96,17037.485968
-208.0,159,17037.726792
-48.0,39,17037.784661
-27.0,33,17037.831554
-48.0,31,17037.878629
-51.0,38,17037.933416
-112.0,93,17038.071236
-228.0,180,17038.356238
-88.0,70,17038.46583
-38.0,31,17038.516085
-72.0,50,17038.595474
-81.0,56,17038.685947
-64.0,42,17038.755132
-50.0,30,17038.802763
-56.0,44,17038.874409
-62.0,51,17038.955457
-162.0,117,17039.148118
-149.0,124,17039.352875
-93.0,74,17039.474692
-109.0,87,17039.617151
-81.0,74,17039.740043
-58.0,38,17039.802267
-109.0,107,17040.002103
-69.0,54,17040.092319
-123.0,87,17040.239208
-129.0,94,17040.397879
-47.0,31,17040.449554
-66.0,57,17040.544887
-57.0,40,17040.613739
-59.0,40,17040.68206
-61.0,44,17040.757576
-165.0,109,17040.945688
-95.0,51,17041.033072
-115.0,102,17041.208746
-74.0,58,17041.307835
-294.0,233,17041.732586
-42.0,29,17041.782427
-77.0,71,17041.904026
-111.0,77,17042.042745
-56.0,42,17042.119412
-130.0,96,17042.290506
-54.0,43,17042.371496
-76.0,58,17042.480118
-47.0,44,17042.562438
-47.0,32,17042.621674
-69.0,48,17042.712345
-54.0,56,17042.814745
-99.0,69,17042.939257
-70.0,50,17043.031948
-193.0,123,17043.259991
-117.0,88,17043.448222
-86.0,63,17043.566869
-60.0,42,17043.645653
-68.0,50,17043.7406
-52.0,34,17043.804077
-50.0,40,17043.881025
-263.0,206,17044.273045
-107.0,81,17044.425027
-50.0,26,17044.473792
-25.0,15,17044.501413
-66.0,43,17044.582894
-45.0,44,17044.665209
-118.0,86,17044.82886
-60.0,28,17044.882195
-113.0,86,17045.044677
-65.0,50,17045.139114
-79.0,56,17045.247582
-112.0,94,17045.447201
-61.0,54,17045.550769
-104.0,77,17045.698417
-122.0,84,17045.86112
-118.0,91,17046.037155
-251.0,106,17046.240864
-54.0,35,17046.309789
-410.0,294,17046.877218
-100.0,69,17047.010001
-55.0,42,17047.091811
-137.0,103,17047.314604
-108.0,80,17047.469677
-58.0,41,17047.548765
-149.0,115,17047.769323
-308.0,255,17048.263866
-51.0,36,17048.334725
-60.0,34,17048.402455
-54.0,37,17048.474474
-50.0,30,17048.531689
-54.0,50,17048.628109
-54.0,35,17048.695393
-78.0,53,17048.797218
-170.0,157,17049.093775
-45.0,37,17049.164812
-209.0,153,17049.481262
-137.0,99,17049.671627
-53.0,28,17049.725179
-430.0,317,17050.334729
-127.0,98,17050.523444
-49.0,37,17050.594386
-266.0,211,17050.999987
-116.0,88,17051.165797
-51.0,43,17051.270924
-107.0,81,17051.427798
-53.0,40,17051.50668
-45.0,33,17051.569709
-47.0,36,17051.63755
-66.0,57,17051.746012
-59.0,45,17051.832776
-53.0,37,17051.903398
-63.0,61,17052.018788
-115.0,93,17052.196945
-45.0,28,17052.249683
-62.0,47,17052.33973
-144.0,98,17052.529816
-105.0,80,17052.685059
-88.0,80,17052.837463
-44.0,34,17052.900919
-97.0,75,17053.044702
-248.0,176,17053.404833
-82.0,70,17053.543226
-132.0,92,17053.727224
-51.0,37,17053.800498
-175.0,139,17054.072818
-63.0,40,17054.150032
-94.0,70,17054.289038
-49.0,35,17054.355591
-50.0,28,17054.408998
-117.0,71,17054.549331
-142.0,111,17054.766912
-263.0,203,17058.496396
-40.0,24,17058.531854
-196.0,135,17058.730914
-66.0,45,17058.797139
-150.0,115,17058.963716
-80.0,69,17059.064017
-104.0,89,17059.193618
-80.0,60,17059.282674
-172.0,139,17059.491953
-63.0,45,17059.560471
-122.0,99,17059.714205
-65.0,43,17059.780083
-55.0,43,17059.847438
-176.0,132,17060.074837
-51.0,42,17060.140137
-93.0,83,17060.267847
-136.0,103,17060.429991
-57.0,63,17060.527388
-78.0,54,17060.613025
-115.0,87,17060.74867
-79.0,64,17060.850405
-94.0,69,17060.961923
-27.0,21,17060.994969
-50.0,36,17061.053245
-196.0,146,17061.28925
-98.0,71,17061.404304
-62.0,58,17061.497479
-50.0,41,17061.583456
-75.0,54,17061.673529
-61.0,48,17061.752761
-74.0,59,17061.848414
-68.0,59,17061.943752
-128.0,96,17062.103563
-147.0,117,17062.297225
-71.0,51,17062.38116
-125.0,121,17062.577737
-60.0,42,17062.647166
-51.0,54,17062.737537
-46.0,31,17062.788651
-119.0,86,17062.933777
-109.0,109,17063.11437
-132.0,103,17063.30939
-49.0,42,17063.382254
-51.0,53,17063.470283
-80.0,66,17063.582675
-56.0,31,17063.635815
-133.0,86,17063.783417
-57.0,66,17063.892591
-104.0,77,17064.025736
-45.0,45,17064.102314
-50.0,36,17064.164689
-68.0,49,17064.249767
-61.0,55,17064.343429
-71.0,41,17064.414073
-55.0,40,17064.482017
-98.0,72,17064.604854
-37.0,24,17064.645501
-66.0,46,17064.726532
-58.0,48,17064.808562
-63.0,45,17064.887442
-49.0,26,17064.932503
-60.0,47,17065.039294
-126.0,87,17065.197314
-112.0,78,17065.340897
-136.0,104,17065.532979
-129.0,88,17065.694387
-405.0,78,17065.840303
-100.0,67,17065.96267
-95.0,57,17066.067539
-63.0,42,17066.145029
-144.0,109,17066.343831
-60.0,46,17066.429099
-35.0,22,17066.46936
-89.0,90,17066.633281
-48.0,44,17066.713495
-67.0,41,17066.791551
-42.0,31,17066.871028
-126.0,104,17067.063497
-48.0,38,17067.136558
-83.0,70,17067.268308
-35.0,21,17067.306848
-59.0,49,17067.39957
-63.0,47,17067.486839
-425.0,99,17067.672273
-47.0,30,17067.729117
-84.0,66,17067.855557
-208.0,159,17068.156424
-56.0,42,17068.235089
-71.0,52,17068.332151
-117.0,90,17068.503603
-52.0,39,17068.57657
-57.0,42,17068.656411
-42.0,27,17068.706162
-98.0,79,17068.879539
-65.0,37,17068.949659
-196.0,128,17069.192879
-111.0,79,17069.345724
-48.0,38,17069.418081
-196.0,160,17069.724392
-155.0,108,17069.930545
-170.0,146,17070.211161
-93.0,76,17070.356482
-43.0,39,17070.429455
-58.0,46,17070.517236
-119.0,81,17070.692767
-59.0,40,17070.771373
-50.0,26,17070.820632
-79.0,53,17070.92283
-122.0,92,17071.100375
-59.0,54,17071.203869
-165.0,119,17071.433895
-57.0,41,17071.511269
-79.0,67,17071.640082
-184.0,119,17071.867878
-108.0,88,17072.038565
-700.0,160,17072.346543
-117.0,87,17072.512343
-77.0,60,17072.650221
-148.0,105,17072.853055
-300.0,70,17072.989562
-52.0,25,17073.037312
-62.0,37,17073.106893
-110.0,91,17073.281631
-61.0,45,17073.367217
-45.0,50,17073.46261
-50.0,39,17073.535403
-161.0,146,17073.813986
-94.0,81,17073.970758
-74.0,45,17074.055928
-47.0,48,17074.147482
-50.0,44,17074.231783
-134.0,103,17074.427893
-50.0,39,17074.503285
-111.0,99,17074.716629
-55.0,37,17074.788601
-72.0,52,17074.887303
-52.0,39,17074.963946
-66.0,47,17075.054607
-226.0,147,17075.334158
-35.0,28,17075.385488
-69.0,49,17075.478994
-51.0,41,17075.5576
-154.0,128,17075.799847
-59.0,47,17075.889438
-190.0,148,17076.178426
-52.0,49,17076.272192
-77.0,46,17076.360334
-119.0,78,17079.850963
-89.0,64,17079.944153
-59.0,31,17079.989581
-70.0,45,17080.056407
-66.0,50,17080.129756
-42.0,33,17080.177136
-59.0,40,17080.235536
-62.0,40,17080.293963
-122.0,85,17080.418129
-135.0,92,17080.555861
-85.0,61,17080.647325
-44.0,40,17080.705881
-107.0,60,17080.796082
-51.0,23,17080.830621
-57.0,43,17080.895899
-27.0,23,17080.929451
-191.0,169,17081.189843
-54.0,33,17081.241053
-82.0,63,17081.363114
-217.0,163,17081.616323
-61.0,43,17081.683914
-398.0,292,17082.142202
-102.0,74,17082.26175
-61.0,33,17082.314566
-119.0,107,17082.483867
-170.0,144,17082.714851
-61.0,44,17082.7858
-133.0,108,17082.98304
-54.0,41,17083.053214
-97.0,80,17083.188748
-44.0,31,17083.238803
-73.0,61,17083.33597
-99.0,77,17083.464327
-64.0,44,17083.537443
-54.0,39,17083.601566
-42.0,27,17083.647097
-64.0,46,17083.724287
-57.0,44,17083.797377
-35.0,29,17083.843885
-58.0,36,17083.903678
-53.0,42,17083.971868
-52.0,43,17084.044593
-115.0,75,17084.172592
-169.0,119,17084.375642
-58.0,52,17084.463364
-43.0,30,17084.512587
-51.0,44,17084.588278
-110.0,81,17084.746742
-123.0,93,17084.905373
-55.0,42,17084.977796
-50.0,25,17085.020297
-177.0,137,17085.256285
-45.0,38,17085.3216
-109.0,98,17085.489231
-54.0,35,17085.549239
-45.0,51,17085.635966
-48.0,46,17085.715863
-44.0,44,17085.791799
-49.0,51,17085.879627
-94.0,90,17086.030836
-69.0,46,17086.110984
-300.0,251,17086.590319
-129.0,97,17086.76569
-65.0,46,17086.849558
-129.0,74,17086.983877
-113.0,81,17087.134402
-69.0,40,17087.208787
-56.0,41,17087.283876
-240.0,197,17087.649474
-130.0,106,17087.84559
-363.0,58,17087.95181
-310.0,168,17088.289413
-57.0,39,17088.362575
-62.0,55,17088.465758
-68.0,50,17088.560437
-88.0,66,17088.684541
-106.0,79,17088.834458
-106.0,68,17088.961074
-141.0,87,17089.124589
-56.0,69,17089.250254
-148.0,110,17089.456872
-46.0,41,17089.533097
-53.0,35,17089.599129
-77.0,58,17089.708417
-147.0,117,17089.927481
-61.0,49,17090.020113
-51.0,38,17090.093272
-103.0,90,17090.285173
-167.0,112,17090.499941
-101.0,73,17090.640557
-96.0,72,17090.778785
-58.0,50,17090.87235
-130.0,90,17091.046661
-100.0,102,17091.239126
-140.0,102,17091.436394
-53.0,46,17091.523399
-52.0,45,17091.610055
-59.0,49,17091.703315
-110.0,68,17091.833961
-59.0,32,17091.894387
-67.0,68,17092.022074
-62.0,44,17092.128324
-195.0,165,17092.445855
-44.0,29,17092.500793
-135.0,99,17092.692911
-66.0,52,17092.794177
-45.0,38,17092.868619
-130.0,88,17093.037407
-231.0,173,17093.376348
-52.0,38,17093.448437
-133.0,89,17093.621173
-52.0,34,17093.685173
-27.0,27,17093.735038
-79.0,72,17093.870804
-110.0,92,17094.069218
-57.0,30,17094.12613
-53.0,33,17094.188399
-105.0,84,17094.349894
-81.0,56,17094.459534
-60.0,42,17094.541367
-42.0,39,17094.615477
-54.0,41,17094.694139
-65.0,50,17094.790048
-132.0,112,17095.005519
-59.0,49,17095.098783
-51.0,51,17095.19592
-89.0,77,17095.34258
-152.0,104,17095.543394
-63.0,54,17095.646995
-107.0,84,17095.817059
-50.0,36,17095.889606
-52.0,28,17095.942816
-53.0,36,17096.034446
-109.0,78,17096.186324
-110.0,78,17096.338795
-57.0,46,17096.430755
-51.0,51,17096.530155
-57.0,36,17096.600009
-50.0,36,17096.669954
-53.0,42,17096.751557
-260.0,177,17097.094717
-67.0,39,17097.170628
-79.0,70,17097.305504
-55.0,45,17097.392254
-112.0,71,17097.52958
-65.0,41,17097.609182
-128.0,109,17097.819705
-94.0,69,17101.280195
-51.0,40,17101.339693
-265.0,199,17101.634233
-106.0,82,17101.757079
-65.0,43,17101.821229
-62.0,37,17101.875395
-53.0,31,17101.920741
-74.0,56,17102.004408
-71.0,71,17102.108976
-77.0,52,17102.186238
-64.0,45,17102.254368
-99.0,83,17102.378453
-402.0,87,17102.51091
-56.0,39,17102.570938
-60.0,44,17102.639102
-49.0,29,17102.68293
-68.0,42,17102.747808
-67.0,52,17102.852917
-55.0,48,17102.927302
-178.0,124,17103.120442
-69.0,51,17103.198528
-83.0,71,17103.308951
-64.0,55,17103.393797
-77.0,63,17103.491974
-174.0,122,17103.686533
-72.0,57,17103.775281
-48.0,40,17103.840005
-116.0,90,17103.984133
-98.0,78,17104.110597
-241.0,193,17104.449361
-50.0,29,17104.496425
-54.0,41,17104.563836
